Function_id	Function_name	Number_pathway	Pathway_ids	Pathway_names
K11085	ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]	0		
K18889	ATP-binding cassette, subfamily B, multidrug efflux pump	0		
K18890	ATP-binding cassette, subfamily B, multidrug efflux pump	0		
K18894	ATP-binding cassette, subfamily B, multidrug efflux pump	0		
K18895	ATP-binding cassette, subfamily B, salmochelin/enterobactin exporter	0		
K11004	ATP-binding cassette, subfamily B, bacterial HlyB/CyaB	0		
K13409	ATP-binding cassette, subfamily B, bacterial CvaB/MchF/RaxB	0		
K20386	ATP-binding cassette, subfamily B, bacterial CylB	0		
K18104	ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]	0		
K18891	ATP-binding cassette, subfamily B, multidrug efflux pump	0		
K18892	ATP-binding cassette, subfamily B, multidrug efflux pump	0		
K24821	ATP-binding cassette, subfamily B, heavy metal transporter	0		
K18216	ATP-binding cassette, subfamily B, tetracycline resistant protein	0		
K18217	ATP-binding cassette, subfamily B, tetracycline resistant protein	0		
K18893	ATP-binding cassette, subfamily B, multidrug efflux pump	0		
K18887	ATP-binding cassette, subfamily B, multidrug efflux pump	0		
K18888	ATP-binding cassette, subfamily B, multidrug efflux pump	0		
K05665	ATP-binding cassette, subfamily C (CFTR/MRP), member 1 [EC:7.6.2.3]	0		
K05666	ATP-binding cassette, subfamily C (CFTR/MRP), member 2	0		
K05667	ATP-binding cassette, subfamily C (CFTR/MRP), member 3	0		
K05673	ATP-binding cassette, subfamily C (CFTR/MRP), member 4	0		
K05668	ATP-binding cassette, subfamily C (CFTR/MRP), member 5	0		
K05669	ATP-binding cassette, subfamily C (CFTR/MRP), member 6	0		
K05674	ATP-binding cassette, subfamily C (CFTR/MRP), member 10	0		
K05671	ATP-binding cassette, subfamily C (CFTR/MRP), member 11	0		
K05672	ATP-binding cassette, subfamily C (CFTR/MRP), member 12	0		
K05670	ATP-binding cassette, subfamily C (CFTR/MRP), member 13	0		
K05031	cystic fibrosis transmembrane conductance regulator [EC:5.6.1.6]	0		
K05032	ATP-binding cassette subfamily C (CFTR/MRP) member 8	0		
K05033	ATP-binding cassette subfamily C (CFTR/MRP) member 9	0		
K12541	ATP-binding cassette, subfamily C, bacterial LapB	0		
K12536	ATP-binding cassette, subfamily C, type I secretion system permease/ATPase	0		
K12292	ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]	0		
K20344	ATP-binding cassette, subfamily C, bacteriocin exporter	0		
K16012	ATP-binding cassette, subfamily C, bacterial CydC	0		
K16013	ATP-binding cassette, subfamily C, bacterial CydD	0		
K16014	ATP-binding cassette, subfamily C, bacterial CydCD	0		
K05675	ATP-binding cassette, subfamily D (ALD), member 1 [EC:7.6.2.4]	0		
K25819	ATP-binding cassette, subfamily D (ALD), peroxisomal ABC transporter [EC:7.6.2.4]	0		
K05676	ATP-binding cassette, subfamily D (ALD), member 2 [EC:7.6.2.4]	0		
K05677	ATP-binding cassette, subfamily D (ALD), member 3 [EC:7.6.2.4]	0		
K05678	ATP-binding cassette, subfamily D (ALD), member 4 [EC:7.6.2.8]	0		
K15628	ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein [EC:7.6.2.4]	0		
K05679	ATP-binding cassette, subfamily G (WHITE), member 1	0		
K05680	ATP-binding cassette, subfamily G (WHITE), member 4	0		
K05681	ATP-binding cassette, subfamily G (WHITE), member 2	0		
K08711	ATP-binding cassette, subfamily G (WHITE), member 2, PDR	0		
K08712	ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2	0		
K05682	ATP-binding cassette, subfamily G (WHITE), member 3	0		
K05683	ATP-binding cassette, subfamily G (WHITE), member 5 (sterolin 1)	0		
K05684	ATP-binding cassette, subfamily G (WHITE), member 8 (sterolin 2)	0		
K05685	macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]	0		
K18230	macrolide transport system ATP-binding/permease protein	0		
K18231	macrolide transport system ATP-binding/permease protein	0		
K19349	pleuromutilin/lincosamide/streptogramin A transport system ATP-binding/permease protein	0		
K19350	lincosamide and streptogramin A transport system ATP-binding/permease protein	0		
K06159	multidrug/microcin transport system ATP-binding/permease protein	0		
K06160	putative pyoverdin transport system ATP-binding/permease protein	0		
K06161	putative syringomycin transport system ATP-binding/permease protein	0		
K02471	vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein	0		
K08483	phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9]	0		
K02784	phosphocarrier protein HPr	0		
K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	0		
K11200	2-O-A-mannosyl-D-glycerate PTS system EIIABC component [EC:2.7.1.195]	0		
K19506	fructoselysine/glucoselysine PTS system EIIA component [EC:2.7.1.-]	0		
K19507	fructoselysine/glucoselysine PTS system EIIB component [EC:2.7.1.-]	0		
K19508	fructoselysine/glucoselysine PTS system EIIC component	0		
K19509	fructoselysine/glucoselysine PTS system EIID component	0		
K20112	galactose PTS system EIIA component [EC:2.7.1.204]	0		
K20113	galactose PTS system EIIB component [EC:2.7.1.204]	0		
K20114	galactose PTS system EIIC component	0		
K11183	multiphosphoryl transfer protein [EC:2.7.1.202]	0		
K23993	multiphosphoryl transfer protein [EC:2.7.3.9 2.7.1.202]	0		
K08484	phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]	0		
K08485	phosphocarrier protein NPr	0		
K02806	nitrogen PTS system EIIA component [EC:2.7.1.-]	0		
K12340	outer membrane protein	0		
K11003	membrane fusion protein, hemolysin D	0		
K03221	type III secretion protein F	0		
K04056	type III secretion protein O	0		
K04057	type III secretion protein P	0		
K04059	type III secretion protein X	0		
K03219	type III secretion protein C	0		
K04058	type III secretion protein W	0		
K03222	type III secretion protein J	0		
K03226	type III secretion protein R	0		
K03227	type III secretion protein S	0		
K03228	type III secretion protein T	0		
K03229	type III secretion protein U	0		
K03230	type III secretion protein V	0		
K03224	ATP synthase in type III secretion protein N [EC:7.4.2.8]	0		
K03225	type III secretion protein Q	0		
K03223	type III secretion protein L	0		
K02453	general secretion pathway protein D	0		
K02465	general secretion pathway protein S	0		
K02452	general secretion pathway protein C	0		
K02455	general secretion pathway protein F	0		
K02456	general secretion pathway protein G	0		
K02457	general secretion pathway protein H	0		
K02458	general secretion pathway protein I	0		
K02459	general secretion pathway protein J	0		
K02460	general secretion pathway protein K	0		
K02461	general secretion pathway protein L	0		
K02462	general secretion pathway protein M	0		
K02454	general secretion pathway protein E [EC:7.4.2.8]	0		
K02464	general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	0		
K11028	vacuolating cytotoxin	0		
K11017	hemolysin activation/secretion protein	0		
K11016	hemolysin	0		
K12341	adhesin YadA	0		
K12342	adhesin YadB/C	0		
K03194	type IV secretion system protein VirB1	0		
K03197	type IV secretion system protein VirB2	0		
K03198	type IV secretion system protein VirB3	0		
K03200	type IV secretion system protein VirB5	0		
K03202	type IV secretion system protein VirB7	0		
K03204	type IV secretion system protein VirB9	0		
K03201	type IV secretion system protein VirB6	0		
K03203	type IV secretion system protein VirB8	0		
K03195	type IV secretion system protein VirB10	0		
K03199	type IV secretion system protein VirB4 [EC:7.4.2.8]	0		
K03196	type IV secretion system protein VirB11 [EC:7.4.2.8]	0		
K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	0		
K11904	type VI secretion system secreted protein VgrG	0		
K11903	type VI secretion system secreted protein Hcp	0		
K11906	type VI secretion system protein VasD	0		
K11891	type VI secretion system protein ImpL	0		
K11892	type VI secretion system protein ImpK	0		
K11907	type VI secretion system protein VasG	0		
K11912	serine/threonine-protein kinase PpkA [EC:2.7.11.1]	0		
K11913	type VI secretion system protein	0		
K11915	serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]	0		
K07636	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	0		
K07657	two-component system, OmpR family, phosphate regulon response regulator PhoB	0		
K07658	two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP	0		
K07768	two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]	0		
K07776	two-component system, OmpR family, response regulator RegX3	0		
K07637	two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	0		
K07660	two-component system, OmpR family, response regulator PhoP	0		
K07804	putatice virulence related protein PagC	0		
K07790	putative membrane protein PagO	0		
K07805	putative membrane protein PagD	0		
K07801	PhoPQ-activated protein	0		
K08477	outer membrane protease E [EC:3.4.21.-]	0		
K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	0		
K07659	two-component system, OmpR family, phosphate regulon response regulator OmpR	0		
K09475	outer membrane pore protein C	0		
K09476	outer membrane pore protein F	0		
K07640	two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]	0		
K07662	two-component system, OmpR family, response regulator CpxR	0		
K25864	modulator protein MzrA	0		
K07639	two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]	0		
K07661	two-component system, OmpR family, response regulator RstA	0		
K07650	two-component system, OmpR family, sensor histidine kinase CssS [EC:2.7.13.3]	0		
K07770	two-component system, OmpR family, response regulator CssR	0		
K04771	serine protease Do [EC:3.4.21.107]	0		
K07641	two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]	0		
K07663	two-component system, OmpR family, catabolic regulation response regulator CreB	0		
K07642	two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]	0		
K07664	two-component system, OmpR family, response regulator BaeR	0		
K07799	membrane fusion protein, multidrug efflux system	0		
K07788	multidrug efflux pump	0		
K07789	multidrug efflux pump	0		
K18326	MFS transporter, DHA2 family, multidrug resistance protein	0		
K18321	membrane fusion protein, multidrug efflux system	0		
K18322	multidrug efflux pump	0		
K18323	outer membrane protein, multidrug efflux system	0		
K18324	multidrug efflux pump	0		
K07643	two-component system, OmpR family, sensor histidine kinase BasS [EC:2.7.13.3]	0		
K07771	two-component system, OmpR family, response regulator BasR	0		
K07644	two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	0		
K07665	two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	0		
K07796	outer membrane protein, copper/silver efflux system	0		
K07810	Cu(I)/Ag(I) efflux system periplasmic protein CusF	0		
K07798	membrane fusion protein, copper/silver efflux system	0		
K07787	copper/silver efflux system protein	0		
K07645	two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]	0		
K07666	two-component system, OmpR family, response regulator QseB	0		
K02403	flagellar transcriptional activator FlhD	0		
K02402	flagellar transcriptional activator FlhC	0		
K02406	flagellin	0		
K02405	RNA polymerase sigma factor FliA	0		
K02556	chemotaxis protein MotA	0		
K07646	two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]	0		
K07667	two-component system, OmpR family, KDP operon response regulator KdpE	0		
K01546	potassium-transporting ATPase potassium-binding subunit	0		
K01547	potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6]	0		
K01548	potassium-transporting ATPase KdpC subunit	0		
K01545	potassium-transporting ATPase KdpF subunit	0		
K07647	two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]	0		
K07772	two-component system, OmpR family, torCAD operon response regulator TorR	0		
K07648	two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]	0		
K07773	two-component system, OmpR family, aerobic respiration control protein ArcA	0		
K07649	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	0		
K07774	two-component system, OmpR family, response regulator TctD	0		
K07793	putative tricarboxylic transport membrane protein	0		
K07794	putative tricarboxylic transport membrane protein	0		
K07795	putative tricarboxylic transport membrane protein	0		
K07651	two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]	0		
K07775	two-component system, OmpR family, response regulator ResD	0		
K07652	two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]	0		
K07668	two-component system, OmpR family, response regulator VicR	0		
K07653	two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]	0		
K07669	two-component system, OmpR family, response regulator MprA	0		
K08372	putative serine protease PepD [EC:3.4.21.-]	0		
K07654	two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]	0		
K07670	two-component system, OmpR family, response regulator MtrA	0		
K02313	chromosomal replication initiator protein	0		
K07655	two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]	0		
K07671	two-component system, OmpR family, response regulator PrrA	0		
K07656	two-component system, OmpR family, sensor histidine kinase TrcS [EC:2.7.13.3]	0		
K07672	two-component system, OmpR family, response regulator TrcR	0		
K11328	two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]	0		
K11330	two-component system, OmpR family, Ni(II)-responsive and/or redox-responsive regulator NrsR	0		
K11327	membrane fusion protein, cation efflux system	0		
K11326	cation efflux system protein involved in nickel and cobalt tolerance	0		
K11331	cation efflux system protein involved in nickel and cobalt tolerance [EC:3.2.1.17]	0		
K07785	MFS transporter, NRE family, putaive nickel resistance protein	0		
K11520	two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]	0		
K11521	two-component system, OmpR family, manganese sensing response regulator	0		
K07769	two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]	0		
K11332	two-component system, OmpR family, response regulator NblR	0		
K08479	two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]	0		
K10697	two-component system, OmpR family, response regulator RpaA	0		
K11329	two-component system, OmpR family, response regulator RpaB	0		
K10681	two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]	0		
K10682	two-component system, OmpR family, response regulator SaeR	0		
K11629	two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]	0		
K11630	two-component system, OmpR family, bacitracin resistance response regulator BceR	0		
K19081	two-component system, OmpR family, sensor histidine kinase BraS/BceS [EC:2.7.13.3]	0		
K19082	two-component system, OmpR family, response regulator protein BraR/BceR	0		
K19077	two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3]	0		
K19078	two-component system, OmpR family, response regulator protein GraR	0		
K14205	phosphatidylglycerol lysyltransferase [EC:2.3.2.3]	0		
K11633	two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]	0		
K11634	two-component system, OmpR family, response regulator YxdJ	0		
K11635	putative ABC transport system ATP-binding protein	0		
K11636	putative ABC transport system permease protein	0		
K14980	two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]	0		
K14981	two-component system, OmpR family, response regulator ChvI	0		
K14982	two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]	0		
K14983	two-component system, OmpR family, response regulator CiaR	0		
K15860	regulatory peptide CiaX	0		
K18072	two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]	0		
K18073	two-component system, OmpR family, response regulator ParR	0		
K18093	imipenem/basic amino acid-specific outer membrane pore [EC:3.4.21.-]	0		
K18094	membrane fusion protein, multidrug efflux system	0		
K18095	multidrug efflux pump	0		
K18345	two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]	0		
K18350	two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]	0		
K18351	two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]	0		
K18344	two-component system, OmpR family, response regulator VanR	0		
K18349	two-component system, OmpR family, response regulator VanR	0		
K18352	two-component system, OmpR family, response regulator VanR	0		
K15739	D-alanine---(R)-lactate ligase [EC:6.1.2.1]	0		
K18347	D-specific alpha-keto acid dehydrogenase [EC:1.1.1.-]	0		
K08641	zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	0		
K18346	vancomycin resistance protein VanW	0		
K18354	vancomycin resistance protein VanK	0		
K18353	vancomycin resistance protein VanJ	0		
K18856	D-alanine---D-serine ligase [EC:6.3.2.35]	0		
K18348	serine/alanine racemase [EC:5.1.1.18 5.1.1.1]	0		
K18940	two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]	0		
K18941	two-component system, OmpR family, response regulator ArlR	0		
K18986	two-component system, OmpR family, sensor kinase Ihk [EC:2.7.13.3]	0		
K18987	two-component system, OmpR family, response regulator Irr	0		
K19609	two-component system, OmpR family, sensor histidine kinase PfeS [EC:2.7.13.3]	0		
K19610	two-component system, OmpR family, response regulator PfeR	0		
K19611	ferric enterobactin receptor	0		
K20487	two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK [EC:2.7.13.3]	0		
K20488	two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR	0		
K20482	lantibiotic bacteriocin	0		
K20483	lantibiotic biosynthesis protein	0		
K20484	lantibiotic biosynthesis protein	0		
K20485	ATP-binding cassette, subfamily B, bacterial NisT/SpaT	0		
K20486	lantibiotic leader peptide-processing serine protease [EC:3.4.21.-]	0		
K20489	lantibiotic immunity protein	0		
K02491	two-component system, sporulation sensor kinase A [EC:2.7.13.3]	0		
K07697	two-component system, sporulation sensor kinase B [EC:2.7.13.3]	0		
K06347	kinase-associated protein B	0		
K07698	two-component system, sporulation sensor kinase C [EC:2.7.13.3]	0		
K13532	two-component system, sporulation sensor kinase D [EC:2.7.13.3]	0		
K13533	two-component system, sporulation sensor kinase E [EC:2.7.13.3]	0		
K02490	two-component system, response regulator, stage 0 sporulation protein F	0		
K06375	stage 0 sporulation protein B (sporulation initiation phosphotransferase) [EC:2.7.-.-]	0		
K07699	two-component system, response regulator, stage 0 sporulation protein A	0		
K07700	two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]	0		
K07702	two-component system, CitB family, response regulator CitB	0		
K01910	[citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	0		
K01646	citrate lyase subunit gamma (acyl carrier protein)	0		
K01644	citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	0		
K01643	citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10]	0		
K05964	holo-ACP synthase [EC:2.7.7.61]	0		
K05966	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	0		
K13927	holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]	0		
K09477	citrate:succinate antiporter	0		
K07780	AraC family transcriptional regulator, transcriptional regulator required for anaerobic and stationary phase induction of genes	0		
K11637	two-component system, CitB family, sensor histidine kinase CitS [EC:2.7.13.3]	0		
K11638	two-component system, CitB family, response regulator CitT	0		
K11639	Mg2+/citrate complex secondary transporter	0		
K07701	two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]	0		
K07703	two-component system, CitB family, response regulator DcuR	0		
K07792	anaerobic C4-dicarboxylate transporter DcuB	0		
K11691	two-component system, CitB family, sensor histidine kinase DctS [EC:2.7.13.3]	0		
K11692	two-component system, CitB family, response regulator DctR	0		
K11614	two-component system, CitB family, sensor histidine kinase MalK [EC:2.7.13.3]	0		
K11615	two-component system, CitB family, response regulator MalR	0		
K11616	malate:Na+ symporter	0		
K07704	two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]	0		
K07705	two-component system, LytTR family, response regulator LytT	0		
K05338	holin-like protein	0		
K05339	holin-like protein LrgB	0		
K08082	two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]	0		
K08083	two-component system, LytTR family, response regulator AlgR	0		
K11640	two-component system, LytTR family, sensor histidine kinase NatK [EC:2.7.13.3]	0		
K11641	two-component system, LytTR family, response regulator NatR	0		
K07813	accessory gene regulator B	0		
K07800	AgrD protein	0		
K07706	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]	0		
K07707	two-component system, LytTR family, response regulator AgrA	0		
K20339	two-component system, LytTR family, sensor histidine kinase AgrC2 [EC:2.7.13.3]	0		
K20340	two-component system, LytTR family, response regulator AgrA2	0		
K12293	competence factor transport accessory protein ComB	0		
K12415	competence-stimulating peptide	0		
K12294	two-component system, LytTR family, sensor histidine kinase ComD [EC:2.7.13.3]	0		
K12295	two-component system, LytTR family, response regulator ComE	0		
K12296	competence protein ComX	0		
K07673	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]	0		
K07684	two-component system, NarL family, nitrate/nitrite response regulator NarL	0		
K07674	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]	0		
K07685	two-component system, NarL family, nitrate/nitrite response regulator NarP	0		
K00373	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW	0		
K08348	formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]	0		
K08349	formate dehydrogenase-N, beta subunit	0		
K08350	formate dehydrogenase-N, gamma subunit	0		
K07783	MFS transporter, OPA family, sugar phosphate sensor protein UhpC	0		
K07675	two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	0		
K07686	two-component system, NarL family, uhpT operon response regulator UhpA	0		
K07784	MFS transporter, OPA family, hexose phosphate transport protein UhpT	0		
K20263	two-component system, NarL family, sensor histidine kinase FusK [EC:2.7.13.3]	0		
K20264	two-component system, NarL family, response regulator FusR	0		
K20552	transcriptional regulator of LEE operons	0		
K06080	RcsF protein	0		
K07677	two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]	0		
K07676	two-component system, NarL family, sensor histidine kinase RcsD [EC:2.7.13.3]	0		
K07781	LuxR family transcriptional regulator, capsular biosynthesis positive transcription factor	0		
K07687	two-component system, NarL family, captular synthesis response regulator RcsB	0		
K07678	two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]	0		
K07689	two-component system, NarL family, invasion response regulator UvrY	0		
K07782	LuxR family transcriptional regulator, quorum-sensing system regulator SdiA	0		
K03563	carbon storage regulator	0		
K02253	competence protein ComX	0		
K07680	two-component system, NarL family, sensor histidine kinase ComP [EC:2.7.13.3]	0		
K07691	two-component system, NarL family, competent response regulator ComA	0		
K02252	competence protein ComS	0		
K07679	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	0		
K07690	two-component system, NarL family, response regulator EvgA	0		
K07797	multidrug resistance protein K	0		
K07786	MFS transporter, DHA2 family, multidrug resistance protein	0		
K23236	two-component-system connector protein SafA	0		
K07688	two-component system, NarL family, response regulator, fimbrial Z protein, FimZ	0		
K01467	beta-lactamase class C [EC:3.5.2.6]	0		
K07777	two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]	0		
K07692	two-component system, NarL family, response regulator DegU	0		
K07778	two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	0		
K07693	two-component system, NarL family, response regulator DesR	0		
K10255	acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	0		
K07681	two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS [EC:2.7.13.3]	0		
K07694	two-component system, NarL family, vancomycin resistance associated response regulator VraR	0		
K11617	two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]	0		
K11618	two-component system, NarL family, response regulator LiaR	0		
K11619	lia operon protein LiaI	0		
K11620	lia operon protein LiaH	0		
K11621	lia operon protein LiaG	0		
K11622	lia operon protein LiaF	0		
K07682	two-component system, NarL family, sensor histidine kinase DevS [EC:2.7.13.3]	0		
K27105	two-component system, NarL family, sensor histidine kinase DosT [EC:2.7.13.3]	0		
K07695	two-component system, NarL family, response regulator DevR	0		
K07683	two-component system, NarL family, sensor histidine kinase NreB [EC:2.7.13.3]	0		
K07696	two-component system, NarL family, response regulator NreC	0		
K10851	nitrogen regulatory protein A	0		
K10850	MFS transporter, NNP family, putative nitrate transporter	0		
K11623	two-component system, NarL family, sensor histidine kinase YdfH [EC:2.7.13.3]	0		
K11624	two-component system, NarL family, response regulator YdfI	0		
K11625	membrane protein YdfJ	0		
K14988	two-component system, NarL family, secretion system sensor histidine kinase SalK	0		
K14989	two-component system, NarL family, secretion system response regulator SalR	0		
K27076	two-component system, NarL family, sensor histidine kinase PprA [EC:2.7.13.3]	0		
K27077	two-component system, NarL family, response regulator PprB	0		
K27078	spore coat protein U domain-containing protein, fimbrial subunit CupE1/2/3/6	0		
K07346	fimbrial chaperone protein	0		
K07347	outer membrane usher protein	0		
K02651	pilus assembly protein Flp/PilA	0		
K02279	pilus assembly protein CpaB	0		
K02280	pilus assembly protein CpaC	0		
K02282	pilus assembly protein CpaE	0		
K02283	pilus assembly protein CpaF [EC:7.4.2.8]	0		
K12510	tight adherence protein B	0		
K12511	tight adherence protein C	0		
K27079	tight adherence protein D	0		
K27080	tight adherence protein G	0		
K00990	[protein-PII] uridylyltransferase [EC:2.7.7.59]	0		
K04751	nitrogen regulatory protein P-II 1	0		
K07708	two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	0		
K07712	two-component system, NtrC family, nitrogen regulation response regulator GlnG	0		
K13598	two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]	0		
K13599	two-component system, NtrC family, nitrogen regulation response regulator NtrX	0		
K02584	Nif-specific regulatory protein	0		
K07709	two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]	0		
K07713	two-component system, NtrC family, response regulator HydG	0		
K07803	zinc resistance-associated protein	0		
K07710	two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]	0		
K07714	two-component system, NtrC family, response regulator AtoC	0		
K02106	short-chain fatty acids transporter	0		
K08478	phosphoglycerate transport regulatory protein PgtC	0		
K08475	two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]	0		
K08476	two-component system, NtrC family, phosphoglycerate transport system response regulator PgtA	0		
K11382	MFS transporter, OPA family, phosphoglycerate transporter protein	0		
K10125	two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]	0		
K10126	two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD	0		
K11103	aerobic C4-dicarboxylate transport protein	0		
K02668	two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	0		
K02667	two-component system, NtrC family, response regulator PilR	0		
K03092	RNA polymerase sigma-54 factor	0		
K02650	type IV pilus assembly protein PilA	0		
K11383	two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]	0		
K11384	two-component system, NtrC family, response regulator AlgB	0		
K07711	two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	0		
K07715	two-component system, NtrC family, response regulator GlrR	0		
K15841	small regulatory RNA GlmY	0		
K19661	two-component system, NtrC family, sensor histidine kinase HupT/HoxJ [EC:2.7.13.3]	0		
K19641	two-component system, NtrC family, response regulator HupR/HoxA	0		
K03620	Ni/Fe-hydrogenase 1 B-type cytochrome subunit	0		
K00575	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	0		
K13924	two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]	0		
K03406	methyl-accepting chemotaxis protein	0		
K05874	methyl-accepting chemotaxis protein I, serine sensor receptor	0		
K05875	methyl-accepting chemotaxis protein II, aspartate sensor receptor	0		
K05876	methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor	0		
K05877	methyl-accepting chemotaxis protein IV, peptide sensor receptor	0		
K03776	aerotaxis receptor	0		
K03408	purine-binding chemotaxis protein CheW	0		
K03407	two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	0		
K03413	two-component system, chemotaxis family, chemotaxis protein CheY	0		
K03412	two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]	0		
