level1	level2	level3	Name	gene_family
Cell wall/membrane/envelope biogenesis	NA	NA	Outer membrane protein assembly factor BamD, BamD/ComL family	COG4105
Cell wall/membrane/envelope biogenesis	NA	NA	Capsular polysaccharide biosynthesis protein YveK	COG3944
Cell wall/membrane/envelope biogenesis	NA	NA	Phage-related lysozyme (muramidase), GH24 family	COG3772
Cell wall/membrane/envelope biogenesis	NA	NA	Outer membrane lipoprotein SlyB	COG3133
Cell wall/membrane/envelope biogenesis	NA	NA	Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)	COG1619
Cell wall/membrane/envelope biogenesis	NA	NA	Cell shape-determining protein MreD	COG2891
Cell wall/membrane/envelope biogenesis	Mureine biosynthesis	NA	Alanine racemase	COG0787
Cell wall/membrane/envelope biogenesis	NA	NA	Outer membrane porin OmpC/OmpF/PhoE	COG3203
Cell wall/membrane/envelope biogenesis	NA	NA	Capsular polysaccharide biosynthesis protein	COG4421
Cell wall/membrane/envelope biogenesis	NA	NA	Membrane-bound inhibitor of C-type lysozyme	COG3895
Cell wall/membrane/envelope biogenesis	NA	NA	Intermembrane transporter PqiABC lipoprotein subunit PqiC	COG3009
Cell wall/membrane/envelope biogenesis	NA	NA	LGFP repeat-containing protein, may be involved in cell wall binding	COG5479
Cell wall/membrane/envelope biogenesis	NA	NA	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	COG0449
Cell wall/membrane/envelope biogenesis	NA	NA	Lipopolysaccharide biosynthesis protein	COG3754
Cell wall/membrane/envelope biogenesis	NA	NA	Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain	COG0797
Cell wall/membrane/envelope biogenesis	NA	NA	Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases	COG3409
Cell wall/membrane/envelope biogenesis	NA	NA	CMP-N-acetylneuraminic acid synthetase, NeuA/PseF family	COG1083
Cell wall/membrane/envelope biogenesis	Mureine biosynthesis	NA	Glutamate racemase	COG0796
Cell wall/membrane/envelope biogenesis	NA	NA	Lipoprotein-anchoring transpeptidase ErfK/SrfK	COG1376
Cell wall/membrane/envelope biogenesis; Signal transduction mechanisms	NA	NA	Membrane-bound lytic murein transglycosylase MltF	COG4623
Cell wall/membrane/envelope biogenesis; General function prediction only	Non-phosphorylated Entner-Doudoroff pathway	NA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	COG4948
Cell wall/membrane/envelope biogenesis	NA	NA	Spore coat protein CotF	COG5577
Cell wall/membrane/envelope biogenesis	NA	NA	L-rhamnose isomerase	COG4952
Cell wall/membrane/envelope biogenesis	NA	NA	Lipopolysaccharide export system protein LptC	COG3117
Cell wall/membrane/envelope biogenesis	NA	NA	Poly-D-alanine transfer protein DltD, involved in esterification of teichoic acids	COG3966
Cell wall/membrane/envelope biogenesis	NA	NA	Outer membrane protease	COG4571
Cell wall/membrane/envelope biogenesis	NA	NA	Curli biogenesis system outer membrane secretion channel CsgG	COG1462
Cell wall/membrane/envelope biogenesis	NA	NA	Spore coat protein CotH	COG5337
Cell wall/membrane/envelope biogenesis	NA	NA	Membrane carboxypeptidase/penicillin-binding protein PbpC	COG4953
Cell wall/membrane/envelope biogenesis	NA	NA	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family	COG1434
Cell wall/membrane/envelope biogenesis	NA	NA	Protein required for attachment to host cells	COG5622
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein PilV	COG4967
Cell motility	NA	NA	Rod binding protein domain	COG3951
Cell motility	NA	NA	Flagellar assembly protein FapA, interacts with EIIAGlc	COG1315
Cell motility	NA	NA	Flagellar hook-basal body complex protein FliE	COG1677
Cell motility	NA	NA	Flagellar basal body P-ring protein FlgI	COG1706
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein, tip-associated adhesin PilY1	COG3419
Cell motility	NA	NA	Archaellum biogenesis ATPase ArlH/FlaH	COG2874
Cell motility	NA	NA	Swarming motility protein SwrD	COG1582
Cell motility	NA	NA	Flagellar capping protein FliD	COG1345
Cell motility	NA	NA	Archaellum component FlaF, FlaF/FlaG flagellin family	COG3353
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein FimV	COG3170
Cell motility	NA	NA	Flagellar hook-associated protein FlgK	COG1256
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein, ATPase PilM	COG4972
Cell motility	NA	NA	Flagellar basal body rod protein FlgC	COG1558
Cell motility	NA	NA	Flagellar basal body L-ring protein FlgH	COG2063
Cell motility	NA	NA	Flagellar biosynthesis protein FlhB	COG1377
Cell motility; Extracellular structures	NA	NA	Outer membrane usher protein FimD/PapC	COG3188
Cell motility	NA	NA	Flagellar basal body rod protein FlgG	COG4786
Cell motility	NA	NA	Cyclic di-GMP-binding flagellar brake protein FlgZ/YcgR, contains PilZNR(YcgR) and PilZ domains	COG5581
Cell motility	NA	NA	Flagellar motility protein MotE, a chaperone for MotC folding	COG3334
Cell motility	NA	NA	Flagellar motor protein MotB	COG1360
Cell motility; Intracellular trafficking, secretion, and vesicular transport	NA	NA	Flagellar motor switch/type III secretory pathway protein FliN	COG1886
Cell motility	NA	NA	Flagellar motor component MotA	COG1291
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein PilX	COG4726
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein PilF/PilW	COG3063
Cell motility; Intracellular trafficking, secretion, and vesicular transport; Extracellular structures	NA	NA	Type II secretory pathway, pseudopilin PulG	COG2165
Cell motility	NA	NA	3'->5' ssDNA/RNA exonuclease TatD	COG0084
Cell motility	NA	NA	Archaeal flagellin (archaellin), FlaG/FlaF family	COG3430
Cell motility; Intracellular trafficking, secretion, and vesicular transport	NA	NA	Flagellar biosynthesis/type III secretory pathway protein FliH	COG1317
Cell motility	NA	NA	ABC-type uncharacterized transport system involved in gliding motility, auxiliary component	COG3225
Cell motility	NA	NA	Flagellar biosynthesis GTPase FlhF	COG1419
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein PilN	COG3166
Cell motility; Intracellular trafficking, secretion, and vesicular transport; Extracellular structures	NA	NA	Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB	COG2804
Cell motility	NA	NA	Archaellum component FlaG, FlaF/FlaG flagellin family	COG3354
Cell motility	NA	NA	Flagellar biosynthesis protein FlhA	COG1298
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein, major pilin PilA	COG4969
Cell motility	NA	NA	Flagellar basal body rod protein FlgF	COG4787
Cell motility	NA	NA	Flagellar basal body P-ring formation protein FlgA	COG1261
Cell motility	NA	NA	Flagellar biogenesis protein FliO	COG3190
Cell motility	NA	NA	Flagellar biosynthesis protein FliQ	COG1987
Cell motility	NA	NA	Flagellar motor switch protein FliM	COG1868
Cell motility	NA	NA	Pilin (type 1 fimbrial protein)	COG3539
Cell motility	NA	NA	Chemotaxis protein CheX, a CheY~P-specific phosphatase	COG1406
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein PilW	COG4966
Cell motility	NA	NA	Flagellar motor switch protein FliG	COG1536
Cell motility; Intracellular trafficking, secretion, and vesicular transport	NA	NA	Type IV secretory pathway ATPase VirB11/Archaellum biosynthesis ATPase ArlI/FlaI	COG0630
Cell motility	NA	NA	Flagellar biosynthesis protein FliP	COG1338
Cell motility	NA	NA	Flagellar biosynthesis regulator FlbT	COG5443
Cell motility	NA	NA	Flagellar biosynthesis regulator FlaF	COG5442
Cell motility	NA	NA	Flagellar hook protein FlgE	COG1749
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein PilO	COG3167
Cell motility	NA	NA	Flagellar basal body rod protein FlgB	COG1815
Cell motility	NA	NA	Flagellar biosynthesis protein FliR	COG1684
Cell motility; Intracellular trafficking, secretion, and vesicular transport	NA	NA	Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ	COG1766
Cell motility; Intracellular trafficking, secretion, and vesicular transport	NA	NA	Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase	COG1989
Cell motility	NA	NA	Flagellar basal body lipoprotein FlgP, LPP20 family	COG3018
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein PilT, pilus retraction ATPase	COG2805
Cell motility	NA	NA	Flagellar assembly factor FliW	COG1699
Cell motility	NA	NA	Archaellin (archaeal flagellin)	COG1681
Cell motility	NA	NA	Flagellar hook-capping protein FlgD	COG1843
Cell motility	NA	NA	Archaellum biogenesis protein ArlJ/FlaJ, TadC family	COG1955
Cell motility	NA	NA	Archaellum component ArlC/FlaC	COG3352
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein, ATPase PilU	COG5008
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein FimT	COG4970
Cell motility; Intracellular trafficking, secretion, and vesicular transport	NA	NA	Flagellin-specific chaperone FliS	COG1516
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein PilZ	COG3215
Cell motility	NA	NA	Acetyltransferase involved in cellulose biosynthesis, CelD/BcsL family	COG5653
Cell motility; Signal transduction mechanisms	NA	NA	Phosphoaspartate phosphatase CheZ, dephosphorylates CheY~P	COG3143
Cell motility; Intracellular trafficking, secretion, and vesicular transport	NA	NA	Flagellar biosynthesis/type III secretory pathway ATPase FliI	COG1157
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein PilE	COG4968
Cell motility	NA	NA	Flagellin and related hook-associated protein FlgL	COG1344
Cell motility; Extracellular structures	NA	NA	Type IV pilus assembly protein PilP	COG3168
Cell motility	NA	NA	Flagellar basal body-associated protein FliL	COG1580
Cell motility	NA	NA	Flagellar hook-length control protein FliK	COG3144
Cell motility; Intracellular trafficking, secretion, and vesicular transport; Extracellular structures	NA	NA	Type II secretory pathway, component PulF	COG1459
Cell motility; Intracellular trafficking, secretion, and vesicular transport	NA	NA	Flagellar biosynthesis/type III secretory pathway chaperone FlgN	COG3418
Cell motility	NA	NA	Flagellar biosynthesis chaperone FliJ	COG2882
Cell motility	NA	NA	Archaellum component ArlD/FlaD/FlaE	COG3351
Cell motility	NA	NA	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	COG1215
Posttranslational modification, protein turnover, chaperones	NA	NA	Zn-dependent peptidase ImmA, M78 family	COG2856
Posttranslational modification, protein turnover, chaperones	NA	NA	Zn-dependent metalloprotease (Neutral protease B)	COG3227
Posttranslational modification, protein turnover, chaperones	NA	NA	Presenilin-like membrane protease, A22 family	COG3389
Posttranslational modification, protein turnover, chaperones	NA	NA	Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module	COG2938
Posttranslational modification, protein turnover, chaperones	NA	NA	Zn-dependent peptidase, M16 (insulinase) family	COG1026
Posttranslational modification, protein turnover, chaperones	NA	NA	Regulator of protease activity HflC, stomatin/prohibitin superfamily	COG0330
Posttranslational modification, protein turnover, chaperones	NA	NA	Ubiquitin-protein ligase	COG5078
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted transglutaminase-like protein	COG3672
Posttranslational modification, protein turnover, chaperones	NA	NA	Secreted/periplasmic Zn-dependent peptidases, insulinase-like	COG1025
Posttranslational modification, protein turnover, chaperones	NA	NA	Urease accessory protein UreH	COG0829
Posttranslational modification, protein turnover, chaperones	NA	NA	Protein-L-isoaspartate O-methyltransferase	COG2518
Posttranslational modification, protein turnover, chaperones	NA	NA	Arginyl-tRNA--protein-N-Asp/Glu arginylyltransferase	COG2935
Posttranslational modification, protein turnover, chaperones	NA	NA	Secreted trypsin-like serine protease	COG5640
Posttranslational modification, protein turnover, chaperones	NA	NA	ATP-dependent 26S proteasome regulatory subunit	COG1222
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted Fe-Mo cluster-binding protein, NifX family	COG1433
Posttranslational modification, protein turnover, chaperones	NA	NA	Cysteine protease, C1A family	COG4870
Posttranslational modification, protein turnover, chaperones	NA	NA	Iron-sulfur cluster repair protein YtfE, RIC family, contains ScdAN and hemerythrin domains	COG2846
Posttranslational modification, protein turnover, chaperones	NA	NA	Peptidyl-prolyl isomerase, parvulin family	COG0760
Posttranslational modification, protein turnover, chaperones	NA	NA	Activator of HSP90 ATPase	COG5580
Posttranslational modification, protein turnover, chaperones	NA	NA	Protein N-terminal and lysine N-methylase, NNT1/EFM7 family	COG3897
Posttranslational modification, protein turnover, chaperones	NA	NA	Protein-S-isoprenylcysteine O-methyltransferase Ste14	COG2020
Posttranslational modification, protein turnover, chaperones	NA	NA	ABC-type transport system involved in multi-copper enzyme maturation, permease component	COG1277
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted ATP-dependent protease	COG1067
Posttranslational modification, protein turnover, chaperones	NA	NA	Molecular chaperone DnaK (HSP70)	COG0443
Posttranslational modification, protein turnover, chaperones	NA	NA	ATP-dependent protease ClpP, protease subunit	COG0740
Posttranslational modification, protein turnover, chaperones	NA	NA	Gamma-glutamyl:cysteine ligase YbdK, ATP-grasp superfamily	COG2170
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted Zn-dependent protease, minimal metalloprotease (MMP)-like domain	COG3824
Posttranslational modification, protein turnover, chaperones	NA	NA	PepSY domain containing protein, regulator of zincin peptidase activity	COG3212
Posttranslational modification, protein turnover, chaperones	NA	NA	Glutamine synthetase adenylyltransferase	COG1391
Posttranslational modification, protein turnover, chaperones; Inorganic ion transport and metabolism	NA	NA	Iron-binding protein Fra/YdhG, frataxin family (Fe-S cluster biosynthesis)	COG5646
Posttranslational modification, protein turnover, chaperones	NA	NA	Fe-S cluster assembly ATPase SufC	COG0396
Posttranslational modification, protein turnover, chaperones	NA	NA	Hydrogenase maturation factor HypD	COG0409
Posttranslational modification, protein turnover, chaperones	NA	NA	Thioredoxin-related protein SoxW	COG2143
Posttranslational modification, protein turnover, chaperones	NA	NA	Sulfatase maturation enzyme AslB, radical SAM superfamily	COG0641
Posttranslational modification, protein turnover, chaperones	NA	NA	Carbamoyl dehydratase HypE (hydrogenase maturation factor)	COG0309
Posttranslational modification, protein turnover, chaperones	NA	NA	Glutaredoxin 2	COG2999
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted thioredoxin/glutaredoxin	COG5494
Posttranslational modification, protein turnover, chaperones	NA	NA	Molecular chaperone, HSP90 family	COG0326
Posttranslational modification, protein turnover, chaperones	NA	NA	Zn-dependent carboxypeptidase, M32 family	COG2317
Posttranslational modification, protein turnover, chaperones	NA	NA	ACP:hemolysin acyltransferase (hemolysin-activating protein)	COG2994
Posttranslational modification, protein turnover, chaperones	NA	NA	Glutamine cyclotransferase	COG3823
Posttranslational modification, protein turnover, chaperones	NA	NA	Zn-dependent protease with chaperone function	COG0501
Posttranslational modification, protein turnover, chaperones	NA	NA	20S proteasome, alpha and beta subunits	COG0638
Posttranslational modification, protein turnover, chaperones	NA	NA	Protein adenylyltransferase (AMPylase) SelO/YdiU (selenoprotein O)	COG0397
Posttranslational modification, protein turnover, chaperones	NA	NA	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family	COG1999
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted O-linked N-acetylglucosamine transferase, SPINDLY family	COG3914
Posttranslational modification, protein turnover, chaperones	NA	NA	Chagasin-like inhibitor of cysteine peptidase, I42 family	COG5513
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted secreted Zn-dependent protease	COG5661
Posttranslational modification, protein turnover, chaperones	NA	NA	Regulatory P domain of the subtilisin-like proprotein convertases and other proteases	COG4935
Posttranslational modification, protein turnover, chaperones	NA	NA	Membrane-associated serine protease, rhomboid family	COG0705
Posttranslational modification, protein turnover, chaperones	NA	NA	Hydrogenase maturation factor HypA/HybF, metallochaperone involved in Ni insertion	COG0375
Posttranslational modification, protein turnover, chaperones; Signal transduction mechanisms	NA	NA	UTP:GlnB (protein PII) uridylyltransferase	COG2844
Posttranslational modification, protein turnover, chaperones	NA	NA	Transglutaminase-like enzyme, putative cysteine protease	COG1305
Posttranslational modification, protein turnover, chaperones	NA	NA	Aspartyl/asparaginyl beta-hydroxylase, cupin superfamily	COG3555
Posttranslational modification, protein turnover, chaperones	NA	NA	ATP-dependent protease HslVU (ClpYQ), ATPase subunit HslU	COG1220
Posttranslational modification, protein turnover, chaperones	NA	NA	ATP-dependent protease Clp, ATPase subunit ClpX	COG1219
Posttranslational modification, protein turnover, chaperones	NA	NA	Peroxiredoxin	COG2077
Posttranslational modification, protein turnover, chaperones	NA	NA	Hydrogenase maturation factor HybG, HypC/HupF family	COG0298
Posttranslational modification, protein turnover, chaperones	NA	NA	Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase)	COG2039
Posttranslational modification, protein turnover, chaperones	NA	NA	DnaJ domain-containing protein	COG1076
Posttranslational modification, protein turnover, chaperones	NA	NA	Ubiquitin C-terminal hydrolase	COG5533
Posttranslational modification, protein turnover, chaperones	NA	NA	Urease accessory protein UreF	COG0830
Posttranslational modification, protein turnover, chaperones	NA	NA	Glutaredoxin-related protein	COG0278
Posttranslational modification, protein turnover, chaperones	NA	NA	Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family	COG0762
Posttranslational modification, protein turnover, chaperones	NA	NA	Thiol:disulfide interchange protein DsbD	COG4232
Posttranslational modification, protein turnover, chaperones	NA	NA	Chaperonin GroEL (HSP60 family)	COG0459
Posttranslational modification, protein turnover, chaperones	NA	NA	Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif	COG1310
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted protein-disulfide isomerase, contains CxxC motif	COG3531
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted ATP-dependent Lon-type protease	COG4930
Posttranslational modification, protein turnover, chaperones	NA	NA	Dolichyl-phosphate-mannose--protein O-mannosyl transferase	COG1928
Posttranslational modification, protein turnover, chaperones	NA	NA	Serine protease, subtilisin family	COG1404
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted Zn-dependent protease	COG5549
Posttranslational modification, protein turnover, chaperones	NA	NA	Zn-dependent membrane protease YugP	COG2738
Posttranslational modification, protein turnover, chaperones	NA	NA	FKBP-type peptidyl-prolyl cis-trans isomerase	COG0545
Posttranslational modification, protein turnover, chaperones	NA	NA	Glutaredoxin	COG0695
Posttranslational modification, protein turnover, chaperones	NA	NA	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain	COG0694
Posttranslational modification, protein turnover, chaperones	NA	NA	ABC-type transport system involved in cytochrome c biogenesis, permease component	COG2386
Posttranslational modification, protein turnover, chaperones	NA	NA	Pyruvate-formate lyase-activating enzyme	COG1180
Posttranslational modification, protein turnover, chaperones	NA	NA	Protein-arginine kinase McsB	COG3869
Posttranslational modification, protein turnover, chaperones	NA	NA	Membrane-bound serine protease NfeD, ClpP class	COG1030
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted metalloendopeptidase	COG3590
Posttranslational modification, protein turnover, chaperones	NA	NA	Protein-arginine kinase activator protein McsA	COG3880
Posttranslational modification, protein turnover, chaperones	NA	NA	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	COG0265
Posttranslational modification, protein turnover, chaperones	NA	NA	Peroxiredoxin	COG1225
Posttranslational modification, protein turnover, chaperones	NA	NA	Periplasmic chaperone Spy, Spy/CpxP family	COG3678
Posttranslational modification, protein turnover, chaperones	NA	NA	Disulfide bond formation protein DsbB	COG1495
Posttranslational modification, protein turnover, chaperones	NA	NA	Mitochondrial FoF1-type ATP synthase assembly chaperone ATP12	COG5387
Posttranslational modification, protein turnover, chaperones	NA	NA	Heat shock protein HspQ	COG3785
Posttranslational modification, protein turnover, chaperones	NA	NA	Protein kinase association domain CaMKII_AD, NTF2-like superfamily	COG4875
Posttranslational modification, protein turnover, chaperones	NA	NA	Urease accessory protein UreE	COG2371
Posttranslational modification, protein turnover, chaperones	NA	NA	ATP-dependent protease HslVU (ClpYQ), peptidase subunit	COG5405
Posttranslational modification, protein turnover, chaperones	NA	NA	Fe-S cluster assembly scaffold protein SufB	COG0719
Posttranslational modification, protein turnover, chaperones	NA	NA	C-terminal processing protease CtpA/Prc, contains a PDZ domain	COG0793
Posttranslational modification, protein turnover, chaperones	NA	NA	Fe-S cluster assembly iron-binding protein IscA	COG0316
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted proteasome-type protease	COG3484
Posttranslational modification, protein turnover, chaperones	NA	NA	Ubiquitin	COG5272
Posttranslational modification, protein turnover, chaperones	NA	NA	Glutaredoxin-related protein	COG4545
Posttranslational modification, protein turnover, chaperones	NA	NA	Thioredoxin reductase	COG0492
Posttranslational modification, protein turnover, chaperones	NA	NA	ATP-dependent Lon protease, bacterial type	COG0466
Posttranslational modification, protein turnover, chaperones	NA	NA	Sulfur transfer protein SufE, Fe-S cluster assembly	COG2166
Posttranslational modification, protein turnover, chaperones	NA	NA	Zn-dependent metallopeptidase, zincin/DUF2342 superfamily	COG5282
Posttranslational modification, protein turnover, chaperones	NA	NA	Periplasmic serine protease, ClpP class	COG0616
Posttranslational modification, protein turnover, chaperones	NA	NA	tmRNA-binding protein	COG0691
Posttranslational modification, protein turnover, chaperones	NA	NA	ADP-ribosylglycohydrolase	COG1397
Posttranslational modification, protein turnover, chaperones	NA	NA	Protease, Ulp1 family	COG5160
Posttranslational modification, protein turnover, chaperones	NA	NA	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	COG0544
Posttranslational modification, protein turnover, chaperones	NA	NA	Small heat shock protein IbpA, HSP20 family	COG0071
Posttranslational modification, protein turnover, chaperones	NA	NA	Glutathione S-transferase	COG0625
Posttranslational modification, protein turnover, chaperones	NA	NA	Hydrogenase maturation factor HypF (carbamoyltransferase)	COG0068
Posttranslational modification, protein turnover, chaperones	NA	NA	SOS response regulatory protein OraA/RecX, interacts with RecA	COG2137
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted dithiol-disulfide isomerase, DsbA/YjbH family (virulence, stress resistance)	COG2761
Posttranslational modification, protein turnover, chaperones	NA	NA	Cytochrome oxidase maturation protein, CcoS/FixS family	COG3197
Posttranslational modification, protein turnover, chaperones	NA	NA	Prefoldin subunit 5	COG1730
Posttranslational modification, protein turnover, chaperones; Inorganic ion transport and metabolism	NA	NA	Fe-S cluster biosynthesis and repair protein YggX	COG2924
Posttranslational modification, protein turnover, chaperones	NA	NA	Membrane protease YdiL, CAAX protease family	COG1266
Posttranslational modification, protein turnover, chaperones	NA	NA	Serine protease inhibitor ecotin	COG4574
Posttranslational modification, protein turnover, chaperones	NA	NA	Peptide methionine sulfoxide reductase MsrA	COG0225
Posttranslational modification, protein turnover, chaperones	NA	NA	ABC-type transport system involved in cytochrome c biogenesis, ATPase component	COG4133
Posttranslational modification, protein turnover, chaperones	NA	NA	CO dehydrogenase nickel-insertion accessory protein CooC1	COG3640
Posttranslational modification, protein turnover, chaperones	NA	NA	Fe-S-cluster formation regulator IscX/YfhJ	COG2975
Posttranslational modification, protein turnover, chaperones	NA	NA	Peptide methionine sulfoxide reductase MsrB	COG0229
Posttranslational modification, protein turnover, chaperones	NA	NA	Fe-S cluster assembly scaffold protein IscU, NifU family	COG0822
Posttranslational modification, protein turnover, chaperones	NA	NA	Lipase chaperone LimK	COG5380
Posttranslational modification, protein turnover, chaperones; Signal transduction mechanisms	NA	NA	Flp pilus assembly protein, peptidase CpaA	COG4960
Posttranslational modification, protein turnover, chaperones	NA	NA	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	COG1123
Posttranslational modification, protein turnover, chaperones	NA	NA	Peroxiredoxin	COG0678
Posttranslational modification, protein turnover, chaperones	NA	NA	Co-chaperonin GroES (HSP10)	COG0234
Posttranslational modification, protein turnover, chaperones	NA	NA	Membrane protein implicated in regulation of membrane protease activity	COG1585
Posttranslational modification, protein turnover, chaperones	NA	NA	Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase	COG0378
Posttranslational modification, protein turnover, chaperones	NA	NA	Hydrogenase maturation factor HypE	COG1973
Posttranslational modification, protein turnover, chaperones	NA	NA	Cytochrome c peroxidase	COG1858
Posttranslational modification, protein turnover, chaperones	NA	NA	Cytoplasmic chaperone NapD for the signal peptide of periplasmic nitrate reductase NapAB	COG3062
Posttranslational modification, protein turnover, chaperones	NA	NA	Folate-binding protein YgfZ, synthesis and repair of Fe-S clusters	COG0354
Posttranslational modification, protein turnover, chaperones	NA	NA	Thiol-disulfide isomerase or thioredoxin	COG0526
Posttranslational modification, protein turnover, chaperones	NA	NA	Molybdoenzyme maturation factor PaoD (Mo cofactor insertion), XdhC/CoxF family	COG1975
Posttranslational modification, protein turnover, chaperones	NA	NA	Molecular chaperone GrpE (heat shock protein HSP-70)	COG0576
Posttranslational modification, protein turnover, chaperones	NA	NA	Bacillopeptidase F, M6 metalloprotease family	COG4412
Posttranslational modification, protein turnover, chaperones	NA	NA	Serine protease, subtilase family	COG4934
Posttranslational modification, protein turnover, chaperones	NA	NA	ATP-dependent Clp protease, ATP-binding subunit ClpA	COG0542
Posttranslational modification, protein turnover, chaperones	NA	NA	Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family	COG3118
Posttranslational modification, protein turnover, chaperones	NA	NA	DnaJ-class molecular chaperone with C-terminal Zn finger domain	COG0484
Posttranslational modification, protein turnover, chaperones	NA	NA	Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation	COG3381
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted secreted Zn-dependent protease	COG5664
Posttranslational modification, protein turnover, chaperones	NA	NA	Leu/Phe-tRNA-protein transferase	COG2360
Posttranslational modification, protein turnover, chaperones	NA	NA	Glycosylphosphatidylinositol transamidase (GPIT), subunit GPI8	COG5206
Posttranslational modification, protein turnover, chaperones	NA	NA	Serine protease inhibitor	COG4826
Posttranslational modification, protein turnover, chaperones	NA	NA	V8-like Glu-specific endopeptidase	COG3591
Posttranslational modification, protein turnover, chaperones	NA	NA	Cytochrome oxidase assembly protein ShyY1	COG3346
Posttranslational modification, protein turnover, chaperones	NA	NA	Hydrogenase/urease accessory protein HupE	COG2370
Posttranslational modification, protein turnover, chaperones	NA	NA	Membrane protease subunit, stomatin/prohibitin family, contains C-terminal Zn-ribbon domain	COG4260
Posttranslational modification, protein turnover, chaperones	NA	NA	Peptidyl-prolyl cis-trans isomerase, FKBP type	COG1047
Posttranslational modification, protein turnover, chaperones	NA	NA	Serine protease, subtilase family	COG1572
Posttranslational modification, protein turnover, chaperones	NA	NA	Stringent starvation protein B, binds SsrA peptide	COG2969
Posttranslational modification, protein turnover, chaperones	NA	NA	Metal-sulfur cluster biosynthetic enzyme	COG2151
Posttranslational modification, protein turnover, chaperones	NA	NA	Prefoldin, chaperonin cofactor	COG1382
Posttranslational modification, protein turnover, chaperones	NA	NA	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components	COG5265
Posttranslational modification, protein turnover, chaperones	NA	NA	Predicted aspartyl protease	COG5550
Posttranslational modification, protein turnover, chaperones	NA	NA	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	COG0652
Posttranslational modification, protein turnover, chaperones	NA	NA	Redox-regulated molecular chaperone, HSP33 family	COG1281
Posttranslational modification, protein turnover, chaperones	NA	NA	ABC-type transport system involved in cytochrome c biogenesis, permease component	COG0755
Posttranslational modification, protein turnover, chaperones	NA	NA	GTPase of the G3E family (not a periplasmic protein kinase)	COG1703
Posttranslational modification, protein turnover, chaperones	NA	NA	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	COG1262
Posttranslational modification, protein turnover, chaperones	NA	NA	ATP-dependent Clp protease adapter protein ClpS	COG2127
